,wellName,MD,CALI,GR,RHOB,NPHI,RACEHM,RACELM,RPCEHM,RPCELM,PHIF,SW,VSH,VSH_class,SW_class
70,15/9-F-1 A,3438.0,8.5781,31.4772,2.3264,0.1741,0.7573,0.8302,0.519,0.6851,0.1849,0.934,0.1784,1,1
71,15/9-F-1 A,3438.1,8.5781,30.8838,2.3372,0.1749,0.9283,0.8905,0.5547,0.7683,0.1787,0.9322,0.1737,1,1
72,15/9-F-1 A,3438.2,8.5781,30.0666,2.3534,0.1768,1.1574,0.968,0.6125,0.8746,0.1695,0.931,0.1672,1,1
73,15/9-F-1 A,3438.3,8.5781,29.7841,2.3728,0.1761,1.3697,1.0302,0.7175,0.9915,0.1584,0.9194,0.165,1,1
74,15/9-F-1 A,3438.4,8.5781,29.2174,2.39,0.1701,1.5625,1.1084,1.0485,1.3537,0.1486,0.8265,0.1604,1,1
75,15/9-F-1 A,3438.5,8.5781,29.7808,2.399,0.1592,1.7797,1.1759,1.6894,1.9461,0.1434,0.6997,0.1649,1,0
76,15/9-F-1 A,3438.6,8.5781,29.0691,2.399,0.1453,2.1103,1.2506,2.6793,2.5823,0.1434,0.5789,0.1593,1,0
77,15/9-F-1 A,3438.7,8.5781,28.4691,2.3987,0.1304,2.6814,1.3708,4.2544,3.5982,0.1436,0.4781,0.1545,1,0
78,15/9-F-1 A,3438.8,8.5782,30.1179,2.4065,0.1169,3.1854,1.4779,5.0642,4.3893,0.1391,0.4575,0.1676,1,0
79,15/9-F-1 A,3438.9,8.625,30.2155,2.4242,0.1033,3.4309,1.5693,4.7222,4.5014,0.1291,0.4987,0.1684,1,0
80,15/9-F-1 A,3439.0,8.625,30.2318,2.4476,0.0963,3.6532,1.6783,3.5821,4.2741,0.1157,0.6073,0.1685,1,0
81,15/9-F-1 A,3439.1,8.625,31.1257,2.4707,0.092,3.9941,1.8031,2.6184,3.8389,0.1025,0.7592,0.1756,1,0
82,15/9-F-1 A,3439.2,8.625,30.9719,2.4895,0.0895,4.4847,1.9111,2.3039,3.682,0.0917,0.8713,0.1744,1,1
83,15/9-F-1 A,3439.3,8.625,30.5187,2.5024,0.088,4.7416,2.0252,2.3673,3.8752,0.0843,0.9182,0.1707,1,1
84,15/9-F-1 A,3439.4,8.625,32.2953,2.508,0.0873,4.7091,2.1449,2.8121,4.7669,0.0811,0.886,0.1849,1,1
85,15/9-F-1 A,3439.5,8.6251,31.2674,2.509,0.0868,4.9502,2.1923,4.1873,6.2374,0.0806,0.7553,0.1767,1,0
86,15/9-F-1 A,3439.6,8.6485,30.3896,2.5097,0.0838,5.4315,2.1738,6.4631,8.189,0.0802,0.6339,0.1698,1,0
87,15/9-F-1 A,3439.7,8.6719,30.3559,2.5165,0.0838,6.2245,2.126,12.012,10.9158,0.0763,0.511,0.1695,1,0
88,15/9-F-1 A,3439.8,8.6719,29.9275,2.5329,0.0837,6.6656,2.0733,16.439,12.0224,0.067,0.4961,0.1661,1,0
89,15/9-F-1 A,3439.9,8.6719,28.7507,2.5565,0.0841,6.4981,2.0202,17.6108,11.1127,0.0535,0.5711,0.1567,1,0
90,15/9-F-1 A,3440.0,8.6719,30.2974,2.5817,0.0855,5.9501,1.9524,19.7396,10.0627,0.0391,0.696,0.1691,1,0
91,15/9-F-1 A,3440.1,8.6719,27.8942,2.6024,0.0883,5.4262,1.873,17.4962,8.8123,0.0272,0.9554,0.15,1,1
92,15/9-F-1 A,3440.2,8.6719,27.6866,2.6151,0.093,5.32,1.8552,11.245,7.245,0.02,1.0,0.1483,1,1
93,15/9-F-1 A,3440.3,8.6719,27.9503,2.6187,0.0992,5.1137,1.8434,8.3311,5.8922,0.02,1.0,0.1504,1,1
94,15/9-F-1 A,3440.4,8.6719,29.0596,2.613,0.1063,4.5017,1.7851,8.064,5.3837,0.0211,1.0,0.1592,1,1
95,15/9-F-1 A,3440.5,8.6719,29.7049,2.5989,0.1148,3.8774,1.6576,10.4384,5.436601,0.0291,1.0,0.1643,1,1
96,15/9-F-1 A,3440.6,8.6718,28.7291,2.5756,0.1245,3.7902,1.5875,14.8074,5.7448,0.0425,0.7311,0.1566,1,0
97,15/9-F-1 A,3440.7,8.6483,27.5543,2.5467,0.1384,4.0368,1.5759,16.5704,5.923999,0.059,0.5413,0.1473,1,0
98,15/9-F-1 A,3440.8,8.6249,27.3182,2.5139,0.1507,4.3616,1.5676,15.6921,6.0003,0.0777,0.448,0.1454,1,0
99,15/9-F-1 A,3440.9,8.5781,25.9961,2.4796,0.1659,4.6527,1.5667,15.3989,6.1404,0.0973,0.3789,0.1349,1,0
100,15/9-F-1 A,3441.0,8.5782,26.1179,2.4439,0.1759,4.7908,1.5614,16.1335,6.3172,0.1177,0.3214,0.1358,1,0
101,15/9-F-1 A,3441.1,8.6015,26.8018,2.4088,0.1787,4.632,1.5445,14.1694,6.0654,0.1378,0.3009,0.1413,1,0
102,15/9-F-1 A,3441.2,8.5781,27.2609,2.3802,0.1833,4.0776,1.5044,12.23,5.3393,0.1541,0.2937,0.1449,1,0
103,15/9-F-1 A,3441.3,8.5781,28.8634,2.3625,0.1831,3.7583,1.4048,19.5132,5.3444,0.1643,0.2317,0.1576,1,0
104,15/9-F-1 A,3441.4,8.5781,29.7221,2.3565,0.1835,4.0176,1.3709,27.73,5.689,0.1677,0.1978,0.1645,1,0
105,15/9-F-1 A,3441.5,8.5781,30.0991,2.3572,0.1854,4.3366,1.3772,29.4893,5.9551,0.1673,0.1934,0.1674,1,0
106,15/9-F-1 A,3441.6,8.5782,32.32,2.3596,0.1878,4.7485,1.3956,26.021,6.2013,0.1659,0.2056,0.1851,1,0
107,15/9-F-1 A,3441.7,8.6017,31.2085,2.3619,0.1888,4.8396,1.4072,19.7145,6.1202,0.1646,0.2312,0.1763,1,0
108,15/9-F-1 A,3441.8,8.6249,30.6125,2.3657,0.1851,4.3633,1.4168,13.8003,5.6279,0.1625,0.2699,0.1715,1,0
109,15/9-F-1 A,3441.9,8.5781,31.3554,2.3731,0.1877,3.7132,1.4045,9.4699,4.8542,0.1582,0.3216,0.1774,1,0
110,15/9-F-1 A,3442.0,8.5781,31.408,2.3827,0.1896,2.9992,1.3796,6.2852,3.8711,0.1527,0.3907,0.1778,1,0
111,15/9-F-1 A,3442.1,8.5781,33.4681,2.3899,0.194,2.4255,1.3446,4.1917,3.0336,0.1486,0.4726,0.1942,1,0
112,15/9-F-1 A,3442.2,8.5781,33.9409,2.3908,0.1981,2.1498,1.3216,3.2105,2.5025,0.1481,0.5288,0.1979,1,0
113,15/9-F-1 A,3442.3,8.5781,34.8803,2.3841,0.1995,1.8338,1.2812,2.1364,2.0123,0.1519,0.6134,0.2054,2,0
114,15/9-F-1 A,3442.4,8.5781,35.3113,2.3729,0.1985,1.6485,1.253,1.4674,1.6648,0.1583,0.6931,0.2088,2,0
115,15/9-F-1 A,3442.5,8.5781,35.1101,2.3611,0.1967,1.5006,1.2156,1.0619,1.3919,0.1651,0.7657,0.2072,2,0
116,15/9-F-1 A,3442.6,8.5781,36.0089,2.3506,0.195,1.3449,1.1717,0.9637,1.3143,0.1711,0.7764,0.2143,2,0
117,15/9-F-1 A,3442.7,8.5781,37.1036,2.3417,0.1934,1.2574,1.1112,1.0881,1.321,0.1762,0.7236,0.223,2,0
118,15/9-F-1 A,3442.8,8.5781,36.9128,2.3345,0.1917,1.1953,1.0485,1.2778,1.3413,0.1803,0.6654,0.2216,2,0
119,15/9-F-1 A,3442.9,8.5781,35.6688,2.3299,0.1912,1.1736,0.9891,1.4219,1.3301,0.1829,0.6285,0.2116,2,0
120,15/9-F-1 A,3443.0,8.5781,36.111,2.3286,0.1925,1.1194,0.9541,1.3867,1.2615,0.1837,0.6333,0.2152,2,0
121,15/9-F-1 A,3443.1,8.5625,35.0268,2.3298,0.1971,1.0455,0.9157,1.2068,1.1323,0.183,0.6709,0.2066,2,0
122,15/9-F-1 A,3443.2,8.5471,33.5032,2.3323,0.201,0.9669,0.8812,0.9642,0.9933,0.1815,0.7378,0.1945,1,0
123,15/9-F-1 A,3443.3,8.6017,33.8899,2.3358,0.2007,0.9066,0.8532,0.7792,0.8961,0.1795,0.8124,0.1975,1,1
124,15/9-F-1 A,3443.4,8.6249,34.676,2.3396,0.2054,0.8313,0.8162,0.7017,0.8304,0.1774,0.8572,0.2038,2,1
125,15/9-F-1 A,3443.5,8.5781,35.5516,2.3419,0.212,0.7312,0.7677,0.6986,0.7822,0.1761,0.8649,0.2107,2,1
126,15/9-F-1 A,3443.6,8.5781,37.3643,2.341,0.2141,0.6539,0.7012,0.6606,0.6972,0.1766,0.8857,0.2251,2,1
127,15/9-F-1 A,3443.7,8.5781,37.2863,2.3366,0.2156,0.6317,0.6744,0.6225,0.6388,0.1791,0.8974,0.2245,2,1
128,15/9-F-1 A,3443.8,8.5781,36.5621,2.3304,0.2163,0.6076,0.6571,0.6039,0.61,0.1826,0.8938,0.2188,2,1
129,15/9-F-1 A,3443.9,8.5781,35.1927,2.3246,0.216,0.5879,0.6355,0.5879,0.584,0.1859,0.8891,0.2079,2,1
130,15/9-F-1 A,3444.0,8.5781,34.7782,2.3214,0.2149,0.5507,0.6092,0.5896,0.5769,0.1878,0.8808,0.2046,2,1
131,15/9-F-1 A,3444.1,8.5781,35.1045,2.3212,0.2142,0.4923,0.5861,0.6085,0.5762,0.1879,0.8696,0.2072,2,1
132,15/9-F-1 A,3444.2,8.5782,36.2419,2.3223,0.2146,0.4704,0.5676,0.6378,0.5704,0.1873,0.857,0.2163,2,1
133,15/9-F-1 A,3444.3,8.6249,33.7751,2.3215,0.2116,0.4774,0.5505,0.6646,0.5533,0.1877,0.8375,0.1966,1,1
134,15/9-F-1 A,3444.4,8.5781,33.1188,2.3162,0.2133,0.4817,0.5326,0.6562,0.5304,0.1907,0.8305,0.1914,1,1
135,15/9-F-1 A,3444.5,8.5781,33.0691,2.3069,0.2119,0.4504,0.5115,0.6216,0.5085,0.1961,0.8313,0.1911,1,1
136,15/9-F-1 A,3444.6,8.5781,31.4745,2.2966,0.2121,0.409,0.4925,0.5797,0.4902,0.2019,0.8337,0.1784,1,1
137,15/9-F-1 A,3444.7,8.5781,30.3489,2.2877,0.2147,0.3921,0.4849,0.4844,0.4565,0.207,0.8786,0.1694,1,1
138,15/9-F-1 A,3444.8,8.5779,30.1747,2.2804,0.2239,0.4886,0.5052,0.3991,0.4267,0.2112,0.9364,0.1681,1,1
139,15/9-F-1 A,3444.9,8.5,28.2928,2.2737,0.2288,0.6713,0.5327,0.412,0.4171,0.215,0.9091,0.1531,1,1
140,15/9-F-1 A,3445.0,8.5,27.3723,2.2672,0.2342,0.6652,0.5337,0.4443,0.4231,0.2187,0.8689,0.1458,1,1
141,15/9-F-1 A,3445.1,8.5001,26.7575,2.2624,0.2378,0.4867,0.5027,0.4833,0.4551,0.2215,0.8308,0.141,1,1
142,15/9-F-1 A,3445.2,8.547,25.7825,2.2621,0.2444,0.3753,0.4742,0.4986,0.4857,0.2217,0.8186,0.1331,1,1
143,15/9-F-1 A,3445.3,8.5778,27.7977,2.2744,0.2478,0.3303,0.4612,0.4947,0.4948,0.2146,0.8441,0.1492,1,1
145,15/9-F-1 A,3445.5,8.5236,27.8993,2.3075,0.2445,0.3934,0.4968,0.4219,0.4201,0.1957,0.9666,0.15,1,1
146,15/9-F-1 A,3445.6,8.5781,28.4738,2.324,0.2371,0.4476,0.5153,0.3672,0.395,0.1863,1.0,0.1546,1,1
147,15/9-F-1 A,3445.7,8.5781,28.1596,2.3293,0.2332,0.4851,0.5171,0.3375,0.3998,0.1833,1.0,0.152,1,1
148,15/9-F-1 A,3445.8,8.5625,29.2281,2.3243,0.2349,0.5085,0.5071,0.3416,0.4126,0.1861,1.0,0.1605,1,1
149,15/9-F-1 A,3445.9,8.5471,30.0803,2.3158,0.2377,0.5309,0.5002,0.364,0.4331,0.191,1.0,0.1672,1,1
150,15/9-F-1 A,3446.0,8.625,33.313,2.3098,0.2353,0.6092,0.4933,0.443,0.4661,0.1944,0.9618,0.1928,1,1
151,15/9-F-1 A,3446.1,8.6249,39.4609,2.309,0.2346,0.7545,0.4848,0.7242,0.549,0.1949,0.7935,0.2417,2,0
152,15/9-F-1 A,3446.2,8.5781,40.6409,2.3133,0.2349,0.7747,0.4685,1.1116,0.6858,0.1924,0.6739,0.2511,2,0
153,15/9-F-1 A,3446.3,8.578,41.5707,2.3248,0.2354,0.7452,0.4601,1.3734,0.7651,0.1859,0.636,0.2584,2,0
154,15/9-F-1 A,3446.4,8.547,43.7888,2.3443,0.2375,0.7131,0.4534,1.7251,0.8178,0.1747,0.6104,0.2761,2,0
155,15/9-F-1 A,3446.5,8.5782,45.8987,2.3714,0.2403,0.7134,0.451,1.89,0.8467,0.1593,0.6349,0.2928,2,0
156,15/9-F-1 A,3446.6,8.625,46.7942,2.4024,0.2421,0.7184,0.4463,2.0943,0.8682,0.1415,0.6691,0.2999,2,0
157,15/9-F-1 A,3446.7,8.625,47.533,2.4332,0.2438,0.7346,0.4466,2.0882,0.8923,0.1239,0.7447,0.3057,2,0
158,15/9-F-1 A,3446.8,8.6251,50.6431,2.4606,0.2412,0.7632,0.4572,1.7316,0.8808,0.1083,0.9005,0.3305,2,1
159,15/9-F-1 A,3446.9,8.6719,49.6992,2.4821,0.2315,0.7739,0.4713,1.4097,0.8427,0.0959,1.0,0.323,2,1
160,15/9-F-1 A,3447.0,8.6718,49.0361,2.4967,0.2222,0.776,0.4896,1.1172,0.7788,0.0876,1.0,0.3177,2,1
161,15/9-F-1 A,3447.1,8.6485,50.4159,2.504,0.2161,0.7791,0.5043,0.8964,0.7248,0.0834,1.0,0.3287,2,1
162,15/9-F-1 A,3447.2,8.6719,52.1439,2.5012,0.2079,0.7418,0.5006,0.8988,0.7199,0.085,1.0,0.3424,2,1
163,15/9-F-1 A,3447.3,8.6717,54.3085,2.485,0.2098,0.6526,0.4818,1.0803,0.7386,0.0942,1.0,0.3596,2,1
164,15/9-F-1 A,3447.4,8.6015,55.4773,2.4574,0.2146,0.6023,0.4714,1.3391,0.7576,0.11,0.9989,0.3688,2,1
165,15/9-F-1 A,3447.5,8.5781,58.4265,2.4252,0.2161,0.6642,0.4864,1.1869,0.7472,0.1284,0.9337,0.3922,2,1
166,15/9-F-1 A,3447.6,8.5781,59.6856,2.3942,0.2163,0.7359,0.502,1.1055,0.7363,0.1461,0.8692,0.4023,2,1
167,15/9-F-1 A,3447.7,8.5781,59.5284,2.3661,0.217,0.7244,0.4964,1.3286,0.7628,0.1622,0.7415,0.401,2,0
168,15/9-F-1 A,3447.8,8.578,60.642,2.338,0.2199,0.6781,0.4804,1.5111,0.7791,0.1782,0.6536,0.4098,2,0
169,15/9-F-1 A,3447.9,8.5468,61.8973,2.3087,0.2256,0.6315,0.4684,1.4198,0.7462,0.195,0.6251,0.4199,2,0
170,15/9-F-1 A,3448.0,8.5235,58.2046,2.2825,0.2304,0.5934,0.4688,1.0808,0.6486,0.21,0.6543,0.3906,2,0
171,15/9-F-1 A,3448.1,8.5467,52.5207,2.2653,0.2262,0.5858,0.482,0.6475,0.5365,0.2198,0.7709,0.3455,2,0
174,15/9-F-1 A,3448.4,8.5392,39.294,2.2558,0.2173,0.4615,0.5026,0.3566,0.421,0.2253,0.9458,0.2405,2,1
175,15/9-F-1 A,3448.5,8.5781,37.7254,2.2554,0.2181,0.4167,0.4942,0.3586,0.4076,0.2255,0.9407,0.228,2,1
176,15/9-F-1 A,3448.6,8.5781,34.7868,2.2549,0.2204,0.4059,0.4873,0.363,0.3913,0.2258,0.931,0.2047,2,1
177,15/9-F-1 A,3448.7,8.5781,33.7568,2.2546,0.2227,0.4016,0.4815,0.3688,0.38,0.2259,0.923,0.1965,1,1
178,15/9-F-1 A,3448.8,8.5781,33.4752,2.2545,0.2239,0.3963,0.4818,0.3621,0.3795,0.226,0.9293,0.1943,1,1
179,15/9-F-1 A,3448.9,8.578,31.1855,2.2552,0.2236,0.4116,0.4893,0.3577,0.3849,0.2256,0.9321,0.1761,1,1
180,15/9-F-1 A,3449.0,8.547,31.1468,2.2574,0.2248,0.4344,0.4988,0.3588,0.4034,0.2243,0.935,0.1758,1,1
181,15/9-F-1 A,3449.1,8.5781,30.567,2.2621,0.2224,0.4718,0.5083,0.3791,0.4285,0.2217,0.922,0.1712,1,1
182,15/9-F-1 A,3449.2,8.5781,31.1013,2.2698,0.2225,0.5281,0.5227,0.4338,0.4762,0.2173,0.887,0.1754,1,1
183,15/9-F-1 A,3449.3,8.5781,32.9957,2.28,0.2233,0.5648,0.5334,0.5275,0.5411,0.2114,0.8387,0.1904,1,1
184,15/9-F-1 A,3449.4,8.5781,32.9447,2.2921,0.2246,0.6019,0.5451,0.6555,0.6194,0.2045,0.7872,0.19,1,0
185,15/9-F-1 A,3449.5,8.5781,32.9652,2.3071,0.2259,0.633,0.5571,0.7778,0.7023,0.196,0.7586,0.1902,1,0
186,15/9-F-1 A,3449.6,8.578,34.8597,2.3257,0.2267,0.6593,0.5716,0.9357,0.7924,0.1854,0.7367,0.2052,2,0
187,15/9-F-1 A,3449.7,8.5469,37.7331,2.3477,0.2289,0.7074,0.5901,1.0617,0.8681,0.1728,0.7425,0.228,2,0
188,15/9-F-1 A,3449.8,8.5471,38.4151,2.3716,0.2278,0.762,0.6058,1.1604,0.9293,0.1591,0.7643,0.2334,2,0
189,15/9-F-1 A,3449.9,8.6015,39.7171,2.3944,0.2268,0.8164,0.6206,1.2508,0.9857,0.1461,0.7942,0.2437,2,0
190,15/9-F-1 A,3450.0,8.578,41.3185,2.4151,0.2328,0.8861,0.6326,1.389,1.0408,0.1343,0.8153,0.2565,2,1
191,15/9-F-1 A,3450.1,8.5469,42.0764,2.4333,0.238,0.9704,0.651,1.581,1.1426,0.1238,0.8252,0.2625,2,1
192,15/9-F-1 A,3450.2,8.5627,43.7637,2.4494,0.2388,1.0021,0.6647,1.7563,1.2339,0.1146,0.8429,0.2758,2,1
193,15/9-F-1 A,3450.3,8.6251,46.253,2.4644,0.2382,1.0084,0.6743,1.9076,1.3111,0.1061,0.8711,0.2956,2,1
194,15/9-F-1 A,3450.4,8.6718,49.2477,2.4788,0.2379,0.9986,0.685,2.0079,1.3652,0.0978,0.9155,0.3194,2,1
195,15/9-F-1 A,3450.5,8.625,51.5474,2.4914,0.2445,0.9749,0.6956,1.9602,1.3579,0.0906,0.9875,0.3375,2,1
196,15/9-F-1 A,3450.6,8.625,57.1809,2.4989,0.2487,0.9874,0.7133,1.699,1.26,0.0863,1.0,0.3823,2,1
197,15/9-F-1 A,3450.7,8.6251,60.2223,2.4973,0.251,1.1025,0.7375,1.3154,1.1365,0.0873,1.0,0.4065,2,1
198,15/9-F-1 A,3450.8,8.6485,62.4392,2.4859,0.2466,1.0537,0.7334,1.3768,1.1522,0.0938,1.0,0.424,2,1
199,15/9-F-1 A,3450.9,8.6718,65.5372,2.469,0.2413,1.0184,0.7345,1.3774,1.1389,0.1034,1.0,0.4486,2,1
200,15/9-F-1 A,3451.0,8.625,69.4961,2.4528,0.2374,0.9829,0.7414,1.3673,1.1127,0.1127,1.0,0.4802,3,1
201,15/9-F-1 A,3451.1,8.6251,68.1018,2.4432,0.2308,0.9382,0.7514,1.3325,1.0686,0.1182,0.9727,0.4691,3,1
202,15/9-F-1 A,3451.2,8.6485,67.9566,2.4418,0.2224,0.8813,0.7479,1.3817,1.041,0.119,0.9528,0.4679,3,1
203,15/9-F-1 A,3451.3,8.6719,67.6831,2.446,0.219,0.8542,0.7414,1.407,1.0151,0.1166,0.9609,0.4657,3,1
204,15/9-F-1 A,3451.4,8.6718,67.9498,2.4496,0.2207,0.8512,0.7432,1.3658,0.9884,0.1145,0.9873,0.4678,3,1
205,15/9-F-1 A,3451.5,8.6249,68.3478,2.4471,0.2208,0.8091,0.7499,1.2913,0.9631,0.1159,1.0,0.471,3,1
206,15/9-F-1 A,3451.6,8.578,70.0043,2.438,0.225,0.7866,0.7585,1.1833,0.9383,0.1211,1.0,0.4841,3,1
207,15/9-F-1 A,3451.7,8.5469,71.7353,2.4254,0.2273,0.7955,0.7673,1.0464,0.9052,0.1283,1.0,0.4979,3,1
208,15/9-F-1 A,3451.8,8.5627,70.584,2.4151,0.2315,0.8522,0.7961,0.8461,0.821,0.1342,1.0,0.4888,3,1
209,15/9-F-1 A,3451.9,8.6251,68.6446,2.4108,0.2263,0.8806,0.8241,0.7178,0.7497,0.1367,1.0,0.4734,3,1
210,15/9-F-1 A,3452.0,8.6718,67.6587,2.4117,0.2227,0.9096,0.851,0.622,0.7023,0.1362,1.0,0.4656,3,1
211,15/9-F-1 A,3452.1,8.625,64.5821,2.4131,0.2169,0.9225,0.8631,0.5824,0.6905,0.1354,1.0,0.4413,2,1
212,15/9-F-1 A,3452.2,8.625,59.2488,2.4095,0.211,0.7928,0.8365,0.631,0.7197,0.1374,1.0,0.3989,2,1
213,15/9-F-1 A,3452.3,8.6249,53.7489,2.3975,0.2059,0.7256,0.8363,0.5924,0.6884,0.1443,1.0,0.3553,2,1
214,15/9-F-1 A,3452.4,8.6015,47.0677,2.3807,0.2044,0.9178,0.8752,0.4424,0.6135,0.1539,1.0,0.3022,2,1
215,15/9-F-1 A,3452.5,8.5782,43.2499,2.3675,0.2013,1.0926,0.8879,0.4867,0.6187,0.1614,1.0,0.2719,2,1
216,15/9-F-1 A,3452.6,8.6016,41.2127,2.3646,0.1987,1.0979,0.8568,0.7346,0.7222,0.1631,0.9085,0.2557,2,1
217,15/9-F-1 A,3452.7,8.6133,40.8391,2.3741,0.2039,1.0645,0.8232,0.9924,0.8575,0.1577,0.8241,0.2527,2,1
218,15/9-F-1 A,3452.8,8.625,40.7936,2.3921,0.2108,1.0697,0.8036,1.1715,1.0039,0.1474,0.8115,0.2523,2,1
219,15/9-F-1 A,3452.9,8.625,43.7963,2.4114,0.2164,1.0974,0.7991,1.1491,1.0656,0.1363,0.8747,0.2761,2,1
